Survey_feedback,sentiment_label,Very Poisitve,Poisitve But Critical,Neutral,Negative,Very Negative
"We were checked in by the sweetest person! I'm afraid I don't remember her name, but she had a trainee nametag on and she did an incredible job at getting us checked in and getting our parking validated. She was so nice and willing to answer questions, I just only wish I would have thought to take down her name because ya'll have a great employee on your hands.",Positive,,,,,
Best indoor pool area ive ever encountered on my travels.,Positive,,,,,
"The staff were generally pleasant and quick with service, and we enjoyed our stay. We will likely stay here again next time we are in the area.",Positive,,,,,
"Our room was comfortable and quiet, and the quiet part was HUGE considering we were there for an anime convention with a spirited horde of attendees.
The room was comfortable, but the water barely drained from the tub, which left us standing in the water throughout our showers.
Pub 33 offered tasty food and drinks, but there was almost nothing healthy on the menu--no salad, no unbreaded or unfried fare, no fresh veggies. A salad would be most welcome.
The staff was friendly, helpful, and altogether a delight.
Love the Hyatt!",Positive,,,,,
Staff were quite friendly and the hotel was nice. I had an amazing experience here. I only had two very minor complaints. The refrigerator in the room was not very cool. And we were in the pool late. The staff that asked us to leave at midnight was a little bit ruder at first but become more friendly after he saw we we're friendly. I think security should approach guests kindly first and take on more of a stern approach if the guests are resistant. But they probably have to deal with rude guests often at midnight so I don't hold it against the guy. Love my experience here and look forward to my next stay!,Positive,,,,,
"The staff was friendly, helpful and offered useful information. Was quick to notice when there was a problem and offer the best solution",Positive,,,,,
I wasn't recognized as a rewards member and my room wasn't ready when I was given email check in.,Positive,,,,,
Staff seemed inexperienced and actually rude. The woman who checked us in was nice and our room attendant was too. All others were clueless and rude. There was an Asian lady who was EXTREMELY rude when we checked out--arguing and ripping our voucher when we commented that they double charged us for parking. None of the staff knew anything about the 25 dollar package deal we purchased for breakfast etc when asked. After ten years of stying there we will not return. They did not have a clue we were repeat customers.,Negative,,,,,
"Although room was overall clean, there were candy wrappers left on the bar and the previous guest's parking receipt on the night stand.",Positive,,,,,
"I spoke with Carrie Jeska about this upon check out. It concerned my check in experience. I booked the room that day on your site. I drove 200 miles and turned on Google Maps as I exited the expressway, 10 minutes from the property. An ad popped up from Priceline, for $30 less than what I was paying. I showed it to the front desk clerk and asked him to match it. He said he couldn't, but he could cancel my stay, I could rebook it through Priceline, but would not receive points. I again asked him to match, as Hyatt would not have to pay Priceline a commission. He said that was not possible. So I booked it through Priceline while standing in front of him! In light of this, I think I should be given points for my stay anyway, along with a $50 future credit, as per the Hyatt best rate guarantee.",Positive,,,,,
Front desk staff is great,Positive,,,,,
"It seems odd that guests are charged for parking. I would never recommend your hotel to family and friends due to that alone. It's an unnecessary and odd charge for a hotel. I stayed for 3 nights on business, and for some reason the first 2 nights were charged to my company credit card (as I'd expected) but you needed a different credit card to charge my third night? Not sure what that was about. For a hotel as nice as yours, I expected something different, something better. My stay was fine otherwise but the oddities I mentioned above will keep me from ever voluntarily staying at the Hyatt.",Positive,,,,,
"when I made my initial reservation I selected an upper floor with a river view.  I was not able to check in on my first night, but did call to notify of my late arrival and confirm my reservation.  Yes when I checked in, I was given a room on second fl. which faced a brick wall - verify dissatisfied.  ...",Positive,,,,,
